age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
24,F,810,En Couple,2,false,197 XQ 85
56,M,473,Célibataire,0,false,345 CZ 60
55,M,529,En Couple,2,false,7311 SM 17
60,M,413,Célibataire,0,false,803 CQ 55
69,M,493,En Couple,3,true,378 NO 95
27,M,838,En Couple,4,false,3376 IX 64
29,F,568,En Couple,1,false,9952 EF 81
51,M,709,Célibataire,0,false,5327 SK 19
21,M,427,Célibataire,0,false,2085 LS 35
31,M,483,En Couple,2,false,2729 OU 89
54,M,1309,Célibataire,0,false,2631 IU 30
59,F,1354,En Couple,3,true,2049 MH 49
37,M,509,Célibataire,0,false,6544 WV 60
62,M,469,En Couple,4,false,4181 YZ 15
26,M,1141,Célibataire,0,false,6416 SX 53
82,M,240,Célibataire,0,false,8235 TM 28
64,F,897,En Couple,1,false,7445 FZ 85
55,M,551,Célibataire,0,false,407 VJ 67
30,M,890,En Couple,1,false,4004 ZT 66
49,M,963,En Couple,2,false,1329 IJ 31
48,M,189,En Couple,0,true,1631 UC 60
48,M,982,En Couple,1,true,7409 SE 54
70,M,478,En Couple,0,true,4574 CO 73
56,F,207,En Couple,1,true,4133 JA 53
27,F,585,Célibataire,0,false,6488 LE 38
39,M,509,En Couple,0,false,4279 SL 52
28,M,515,En Couple,3,false,985 IW 46
21,M,899,En Couple,2,false,521 YH 40
41,F,410,Célibataire,0,false,6619 QB 69
53,M,1323,En Couple,0,true,9513 NZ 18
25,M,1052,En Couple,3,false,6351 MW 34
31,M,490,En Couple,4,false,4767 KL 22
59,M,191,Célibataire,-1,false,578 QM 73
66,F,157,En Couple,0,false,5772 JG 93
29,M,1378,En Couple,2,false,6299 QV 21
23,F,511,En Couple,0,false,4027 QY 93
73,M,457,Célibataire,0,false,4776 KC 84
38,F,995,En Couple,2,false,2834 MU 19
27,M,224,En Couple,4,false,4934 QU 35
24,M,579,Célibataire,0,false,511 ZD 50
36,M,1023,En Couple,2,false,5272 VA 90
45,M,1059,En Couple,2,false,6796 BM 35
23,M,1105,En Couple,1,false,8876 IL 55
20,F,200,En Couple,4,true,1885 ZK 53
76,M,810,En Couple,1,true,1100 FO 97
20,F,506,Célibataire,0,false,3598 XS 88
41,M,243,En Couple,3,true,7448 KL 64
37,M,548,En Couple,1,false,2983 ID 29
22,M,545,Célibataire,0,false,4253 KJ 71
33,M,1024,En Couple,2,false,9418 EZ 62
22,M,510,En Couple,2,true,9795 ZQ 71
65,F,458,En Couple,2,false,1761 KE 51
23,M,491,En Couple,4,false,4504 UT 19
26,M,472,En Couple,0,false,8674 EL 24
24,M,581,En Couple,0,false,7784 UH 50
81,M,533,En Couple,1,false,876 JL 54
33,F,553,En Couple,?,false,9766 OW 43
35,F,1145,En Couple,2,false,6025 EE 98
62,M,425,Seule,3,false,1041 VK 66
36,M,883,Célibataire,0,false,4124 IC 37
45,M,553,En Couple,1,false,8242 HA 43
18,M,190,En Couple,2,false,3714 LP 29
76,F,486,Célibataire,0,false,9402 UY 98
58,M,538,En Couple,1,false,9986 ZG 15
50,M,595,Célibataire,0,false,9478 QS 94
72,M,410,En Couple,2,false,6383 KP 15
71,F,700,En Couple,2,true,7052 PW 78
57,M,462,En Couple,1,false,2530 ZS 46
59,M,1279,En Couple,1,true,7789 DI 47
59,F,1188,En Couple,0,true,2754 SE 72
28,M,500,En Couple,2,false,1123 RH 32
19,F,559,Célibataire,0,false,2797 WK 28
56,M,1161,Célibataire,0,false,2546 WO 87
43,M,908,En Couple,2,false,2590 LV 37
27,M,504,En Couple,0,false,1784 ZQ 33
71,F,796,En Couple,2,false,6263 RO 93
27,M,1295,En Couple,2,false,5070 PM 43
52,M,455,En Couple,3,false,3926 WY 95
73,M,1045,Célibataire,0,false,3702 JF 16
56,M,508,Célibataire,0,false,5105 QW 12
29,M,474,Célibataire,0,false,8461 ZH 82
44,M,424,En Couple,2,false,7163 EA 38
52,M,456,En Couple,4,true,1384 IG 14
43,M,987,Célibataire,0,false,799 KD 12
56,M,1186,En Couple,0,true,9208 WE 76
46,M,1372,En Couple,0,false,17 FJ 34
23,F,964,Célibataire,0,false,8456 CX 61
49,M,438,Célibataire,0,false,3954 DV 82
82,M,735,En Couple,2,false,1451 KR 10
50,F,225,Seule,2,false,6314 QY 97
80,F,442,En Couple,1,false,3216 FX 57
50,M,451,Célibataire,0,false,3326 AR 82
26,M,811,En Couple,2,false,8208 AU 91
84,M,1325,Célibataire,0,false,9865 RN 31
47,M,850,En Couple,1,false,5036 ZH 79
22,M,599,En Couple,1,false,5316 UB 39
20,M,223,En Couple,0,false,1313 AC 73
76,F,173,Célibataire,0,false,127 YI 86
44,M,493,En Couple,2,false,1429 WS 70
23,F,580,Célibataire,0,false,7031 KL 14
47,M,479,Célibataire,0,false,3513 EN 91
61,M,573,En Couple,4,false,3648 PG 46
35,M,473,En Couple,1,false,2886 JW 86
44,M,506,En Couple,0,false,4026 SI 59
53,M,246,En Couple,3,false,4386 ND 41
72,F,1367,Célibataire,0,false,9566 RM 72
43,F,1248,En Couple,1,true,762 EM 18
43,F,164,En Couple,1,false,9504 BZ 80
42,F,542,Célibataire,0,false,5495 HA 98
18,F,488,En Couple,0,true,6188 HK 19
42,F,567,En Couple,3,false,2795 CQ 35
49,M,1232,Célibataire,0,false,5226 QE 57
83,M,449,Célibataire,0,false,1778 AU 35
53,M,236,Célibataire,0,false,8619 AV 38
50,M,993,Célibataire,0,false,5827 AC 65
74,F,775,Célibataire,0,false,7195 VX 51
40,M,583,Célibataire,0,false,5471 VT 48
29,M,476,En Couple,4,true,9807 YP 59
72,M,430,Célibataire,0,false,4958 FY 18
66,M,465,En Couple,4,false,1830 KZ 24
47,M,180,En Couple,3,false,3270 GK 73
18,M,490,En Couple,1,false,8810 SD 57
27,F,514,Seule,1,false,8757 TH 25
25,F,522,Célibataire,0,false,3998 IL 36
46,M,868,N/D,3,false,4052 XO 93
48,M,427,En Couple,1,false,8590 MQ 69
29,M,558,En Couple,1,true,7012 VY 54
34,M,599,Célibataire,0,false,2436 LF 39
46,M,532,En Couple,0,false,4818 TA 94
43,M,200,En Couple,2,false,6959 TE 62
35,M,460,En Couple,1,false,5972 TM 28
63,F,205,En Couple,0,false,2235 CH 52
47,?,594,En Couple,0,true,618 JM 63
52,M,503,Célibataire,0,false,3278 DL 37
49,M,1110,En Couple,0,false,6816 PV 98
37,F,221,En Couple,4,false,4438 WK 58
76,M,438,En Couple,1,false,8904 GO 92
42,F,1303,En Couple,0,false,8013 TY 67
50,M,1220,Célibataire,0,false,6834 RP 65
63,F,221,Célibataire,0,false,8711 HW 37
32,M,538,En Couple,4,true,3718 QU 52
38,F,194,Célibataire,0,false,8497 DJ 21
37,M,1021,Célibataire,0,false,6150 RI 41
41,M,1237,En Couple,1,false,6641 JP 45
31,M,421,En Couple,1,true,7807 CM 24
57,M,934,En Couple,3,false,8426 QM 18
19,M,482,En Couple,4,true,1558 YW 88
79,Femme,159,En Couple,2,false,1286 EQ 18
46,F,161,En Couple,1,true,5164 AT 47
22,M,530,En Couple,2,false,1324 OE 32
34,F,1063,En Couple,4,false,923 QK 84
26,M,155,En Couple,1,false,8025 AF 70
63,M,908,Célibataire,0,false,9448 LX 62
70,M,154,Célibataire,0,false,136 BS 41
56,M,477,Seule,3,false,5457 CE 65
47,M,414,Seule,3,false,1452 ZQ 71
25,M,555,En Couple,0,false,1534 LT 21
55,F,1080,Célibataire,0,false,5138 TR 96
23,F,534,En Couple,3,false,4994 XP 33
32,M,172,Célibataire,0,false,5058 JS 33
67,M,556,En Couple,2,false,7241 GB 37
70,M,1315,Célibataire,0,false,1325 JB 72
28,M,531,En Couple,1,false,3401 WR 18
41,M,1357,Célibataire,0,false,5677 CM 81
23,F,415,En Couple,0,false,6675 XP 60
36,Homme,887,En Couple,4,false,9273 VG 39
83,M,453,En Couple,2,false,6048 EF 98
23,F,566,En Couple,1,false,4224 CL 92
22,M,552,En Couple,1,false,2517 KK 27
23,F,576,Seule,3,false,6955 HM 13
82,F,222,En Couple,1,false,6961 JN 20
80,M,231,Célibataire,0,false,3565 IM 10
70,M,547,En Couple,1,false,2412 NF 25
45,M,776,En Couple,3,true,2068 US 47
55,M,441,Célibataire,0,false,1432 WI 95
37,F,1024,Célibataire,0,false,6871 SN 40
76,M,531,Seul,0,false,4465 TX 23
57,M,537,En Couple,3,false,1495 LV 28
44,F,1090,En Couple,4,true,7166 RV 98
32,M,422,En Couple,1,false,2080 BJ 54
21,Masculin,168,En Couple,4,false,8511 AE 51
30,M,505,Célibataire,0,false,3494 OE 37
28,M,249,Célibataire,0,false,511 IS 48
49,F,946,En Couple,1,false,5498 GA 75
29,F,199,En Couple,2,false,80 OD 54
35,M,746,Célibataire,0,false,8725 JN 11
39,F,1024,En Couple,2,false,7379 LD 80
79,F,173,En Couple,1,true,3065 EP 98
44,M,1130,Célibataire,0,false,848 FY 89
29,F,425,En Couple,2,false,6469 NS 12
49,M,1250,En Couple,0,true,6167 RO 65
21,M,223,En Couple,4,true,6015 WR 90
59,F,495,En Couple,2,false,4199 AO 82
52,M,441,Célibataire,0,false,5609 XD 18
25,Féminin,474,En Couple,1,false,9765 CI 44
35,M,151,En Couple,2,false,3870 JP 31
56,M,1139,En Couple,3,false,7873 GM 63
26,F,412,En Couple,0,true,2451 LE 59
51,F,511,En Couple,3,false,935 BV 37
84,F,1030,En Couple,0,false,6968 BK 69
73,M,217,En Couple,3,true,6025 UD 79
55,M,203,En Couple,1,false,1239 ET 40
49,M,730,En Couple,2,false,5655 CJ 50
21,M,230,Célibataire,0,false,577 UU 55
32,F,962,En Couple,0,false,2601 DK 46
60,M,540,Célibataire,0,false,3846 NW 51
84,M,158,En Couple,1,false,6864 MY 15
26,Homme,529,En Couple,1,false,155 WJ 74
21,M,188,En Couple,0,false,4795 EY 83
19,F,410,En Couple,0,false,2802 KF 86
33,M,520,Célibataire,0,false,8557 QJ 58
47,M,425,En Couple,1,false,5160 JW 87
39,M,1291,Célibataire,0,false,169 VU 54
30,Homme,156,En Couple,4,false,1504 VO 57
38,M,430,Célibataire,0,false,6376 VQ 70
19,M,483,En Couple,4,false,906 EG 49
25,M,419,Célibataire,0,false,7343 LY 57
55,F,514,En Couple,2,false,5552 TX 38
66,F,155,Célibataire,0,false,9180 NN 28
53,F,1247,Célibataire,0,false,3349 SK 40
40,M,503,En Couple,3,false,6343 ML 61
54,F,447,En Couple,0,false,6454 KM 32
77,M,582,Célibataire,0,false,3203 HK 98
70,M,473,Seule,1,false,7050 VX 27
21,M,241,En Couple,2,true,3996 YS 35
82,M,977,Célibataire,0,false,4388 ML 49
37,M,170,En Couple,0,false,6871 MA 18
80,F,460,Célibataire,0,false,2093 OB 19
28,M,1051,Célibataire,0,false,5239 KO 90
64,F,152,Célibataire,0,false,4844 OS 81
49,M,401,En Couple,1,true,7956 HU 25
46,M,539,En Couple,0,true,2143 VI 81
31,M,1054,En Couple,4,false,4467 LN 71
51,F,415,Célibataire,0,false,1329 XI 88
57,F,564,Seule,2,false,5651 PR 81
43,M,541,En Couple,0,false,4772 CV 83
54,M,515,En Couple,0,false,6220 ZI 45
48,M,459,En Couple,2,false,9814 BP 70
59,M,599,Célibataire,0,false,143 SR 18
83,F,162,Célibataire,0,false,893 UJ 63
29,M,1148,En Couple,2,false,7498 FF 10
49,F,587,En Couple,3,true,4476 AP 68
32,M,1305,En Couple,3,false,435 WV 69
49,F,226,En Couple,0,false,5182 AG 81
60,M,466,Seule,1,false,842 RS 84
49,F,793,En Couple,3,false,4824 GG 40
24,M,740,En Couple,4,false,5753 KL 13
18,M,564,Célibataire,0,false,1688 VE 75
27,M,212,En Couple,1,true,7925 JB 89
54,M,566,En Couple,3,false,5690 KS 80
20,M,231,Célibataire,0,false,1371 PN 59
30,F,213,En Couple,2,false,3871 WA 56
47,M,779,En Couple,3,true,7205 SW 18
20,F,1119,Célibataire,0,false,2021 FV 23
53,M,1116,En Couple,2,false,3045 SK 42
20,M,480,En Couple,3,false,1316 HJ 81
51,F,1032,Célibataire,0,false,7351 ZK 37
21,F,529,En Couple,2,false,2461 BK 32
39,F,478,En Couple,4,false,9312 RO 24
45,F,199,En Couple,4,false,9595 OP 25
58,M,454,Célibataire,0,false,706 QA 52
47,M,235,Célibataire,0,false,3955 ED 24
18,M,177,En Couple,3,false,1208 VB 34
51,M,1073,Célibataire,0,false,309 LC 26
30,M,219,Célibataire,0,false,9556 OF 37
46,M,228,En Couple,4,false,6618 HS 87
18,F,564,En Couple,1,false,4933 YJ 35
45,F,493,Célibataire,0,false,3941 QG 47
62,M,814,En Couple,0,true,8549 FL 21
56,M,481,En Couple,0,true,5733 TZ 73
20,M,1314,En Couple,1,false,4516 FC 42
58,F,576,En Couple,1,false,8847 ZH 30
22,M,866,En Couple,1,false,1392 RK 76
47,M,247,En Couple,1,false,6405 RI 50
27,M,487,En Couple,0,false,5215 OU 12
56,M,876,Célibataire,0,false,2963 BE 21
26,M,756,En Couple,1,false,5249 PQ 14
29,M,240,En Couple,0,false,7822 GV 37
52,M,575,En Couple,0,false,6656 PH 54
41,M,1290,En Couple,2,false,1269 EQ 69
53,M,955,En Couple,1,false,8289 QV 84
30,F,185,En Couple,1,false,8098 XD 35
27,F,505,Célibataire,0,false,49 QV 83
63,F,495,En Couple,2,true,6568 LD 58
74,M,546,En Couple,2,true,10 YC 89
36,M,487,Seule,3,false,5651 OY 61
25,M,1145,Célibataire,0,false,4062 UX 25
44,M,478,En Couple,2,false,7629 BZ 22
52,M,587,Célibataire,0,false,5368 SB 64
29,F,414,En Couple,0,false,2757 NR 92
22,M,542,En Couple,4,false,7968 JT 88
40,F,972,En Couple,4,true,5735 ZO 93
26,M,539,En Couple,3,false,8741 WL 40
69,M,409,En Couple,4,false,6201 WM 59
31,M,1236,En Couple,1,false,9554 WR 73
50,M,442,En Couple,3,false,7497 UT 63
22,F,1146,Célibataire,0,false,8587 WF 56
27,M,528,?,0,false,8049 BK 52
30,M,711,En Couple,1,true,8350 GW 45
22,M,209,Célibataire,0,false,8437 HG 76
30,M,160,Célibataire,0,false,773 FO 64
49,F,454,En Couple,1,false,2338 CL 75
83,F,553,En Couple,1,true,4048 UW 32
36,F,484,En Couple,3,false,2574 VU 27
84,F,737,En Couple,0,false,3245 EY 96
70,M,1262,En Couple,4,false,4268 AX 68
40,M,522,Seule,3,false,4642 MP 72
42,M,513,Célibataire,0,false,4327 ZR 24
24,F,893,En Couple,2,false,5502 QP 73
79,M,524,En Couple,3,true,6851 QR 11
76,F,434,En Couple,3,false,6669 VP 15
62,M,558,Célibataire,0,false,2496 OX 32
29,M,568,En Couple,2,false,5347 FN 43
81,M,556,Célibataire,0,false,825 YS 10
23,M,517,Célibataire,0,false,5805 DV 73
20,M,164,Célibataire,0,false,831 YS 95
56,F,593,En Couple,0,false,7509 QH 21
51,M,1002,En Couple,0,false,1520 EH 40
65,M,518,En Couple,3,false,4829 HN 80
76,F,215,Célibataire,0,false,8500 TY 70
25,M,573,En Couple,2,false,1152 SU 58
18,M,156,En Couple,2,false,8827 NI 13
49,F,443,Seule,1,false,1493 VA 81
21,M,530,Célibataire,0,false,6130 LF 49
52,M,200,En Couple,4,true,654 FK 96
54,M,150,Célibataire,0,false,9405 UH 78
51,M,451,En Couple,2,true,6354 PF 25
83,M,1072,En Couple,2,true,4876 HW 11
30,F,404,En Couple,0,false,4168 JT 49
19,M,152,En Couple,1,false,1431 YL 22
46,M,475,En Couple,0,false,8286 RP 96
81,M,191,Célibataire,0,false,3668 FQ 39
34,M,521,Célibataire,0,false,2411 YF 31
56,F,1310,En Couple,2,false,5134 VE 98
50,M,1098,En Couple,0,false,4291 UL 23
46,M,184,En Couple,1,false,7340 WT 45
32,M,441,Célibataire,0,false,1280 DZ 46
35,M,833,En Couple,2,false,146 TL 28
66,M,598,Célibataire,0,false,2219 NK 89
82,M,513,En Couple,3,true,5304 FZ 60
49,M,1235,En Couple,1,false,2722 VV 12
29,M,568,Célibataire,0,false,38 JS 59
27,M,864,En Couple,3,false,9153 EU 65
33,M,585,En Couple,0,true,9194 XJ 28
78,F,459,En Couple,1,false,780 FP 72
67,M,950,En Couple,2,false,4446 UG 84
80,F,1287,Célibataire,0,false,6160 FY 85
35,F,1067,Célibataire,0,false,5060 OO 89
51,M,1083,En Couple,4,false,1191 VR 39
78,M,233,Célibataire,0,false,4347 OG 29
41,F,839,En Couple,4,false,5746 UA 23
36,F,441,En Couple,1,false,8985 EM 13
49,M,541,Célibataire,0,false,3182 MY 51
35,M,435,En Couple,0,true,5584 WO 47
23,F,403,En Couple,4,false,6178 RI 94
49,M,1345,Célibataire,0,false,1499 RO 19
26,M,923,Célibataire,0,false,1629 PM 23
51,Féminin,155,En Couple,0,false,6239 ZY 13
69,F,439,En Couple,2,false,2842 RG 18
39,M,425,En Couple,3,false,1373 NV 92
19,F,546,Célibataire,0,false,9485 HM 81
79,M,1200,En Couple,1,false,1820 TS 44
80,M,1022,En Couple,1,false,5332 SL 84
59,M,545,En Couple,0,false,2592 FR 58
20,M,176,Célibataire,0,false,7528 YB 13
58,F,588,Seule,1,false,536 WX 22
20,F,426,Seule,2,false,9307 YC 20
24,M,1119,En Couple,4,false,2201 DP 46
31,M,1022,Célibataire,0,false,1258 YE 13
37,M,1187,Seule,1,false,6902 DU 77
44,F,520,En Couple,4,false,5771 LI 19
74,M,508,En Couple,2,false,9225 VL 65
38,M,897,Célibataire,0,false,4061 IR 56
39,F,159,Seule,3,false,1544 AL 88
33,M,911,Célibataire,0,false,6620 FF 72
80,F,790,En Couple,1,true,5954 SL 80
66,F,1376,En Couple,3,false,1707 FI 40
22,M,218,En Couple,3,true,913 TN 64
70,M,435,En Couple,2,false,5417 XM 25
21,M,229,En Couple,0,false,1048 VO 64
51,F,987,Célibataire,0,false,1951 WN 17
64,M,918,En Couple,1,true,2836 PI 36
36,M,202,Célibataire,0,false,7006 XB 97
58,F,829,En Couple,1,true,4589 YK 31
33,F,195,En Couple,1,false,579 FE 50
25,M,548,Célibataire,0,false,9907 HT 94
38,M,1296,En Couple,4,true,4725 CU 29
58,M,795,En Couple,1,false,1107 LD 49
51,M,410,En Couple,2,false,2339 HA 33
82,F,198,En Couple,3,false,1184 XY 41
19,M,231,Célibataire,0,false,7975 RT 83
18,M,439,En Couple,0,false,3340 PS 88
38,M,236,En Couple,4,false,2615 TF 47
47,F,158,Célibataire,0,false,1423 RO 85
39,M,586,En Couple,1,false,9904 XY 77
36,M,1091,Célibataire,0,false,5516 DU 27
27,F,421,En Couple,0,false,4460 HB 34
43,M,224,En Couple,0,false,129 OW 32
20,M,503,En Couple,1,false,6939 LV 59
48,M,426,En Couple,2,true,6148 RF 32
26,F,427,Marié(e),1,false,794 AX 79
23,M,525,En Couple,0,false,6088 FD 43
22,M,1043,En Couple,2,false,4465 VX 15
29,F,588,En Couple,1,false,4616 AP 56
53,F,184,En Couple,4,false,4318 BV 75
50,F,1045,En Couple,3,false,8648 QQ 83
46,M,205,En Couple,2,false,5053 MW 60
50,M,1052,En Couple,1,false,7929 FV 42
34,M,154,En Couple,1,false,5953 HE 19
45,M,223,En Couple,2,false,3348 YK 74
64,M,165,En Couple,0,false,7097 SL 92
28,F,1034,En Couple,1,false,8235 PE 62
51,F,473,En Couple,1,false,9822 CA 74
52,M,534,En Couple,1,false,1228 YT 53
20,F,537,Célibataire,0,false,9265 HJ 26
41,M,432,En Couple,2,false,5647 UR 36
50,M,827,En Couple,4,false,2831 IL 75
57,M,1360,En Couple,3,false,1381 PA 61
24,M,575,En Couple,2,true,8814 PL 82
27,M,527,En Couple,3,true,4313 NB 97
40,M,505,Célibataire,0,false,5967 HH 22
45,F,523,Célibataire,0,false,2208 XK 52
23,M,1132,Célibataire,0,false,3580 MH 66
68,M,478,En Couple,4,false,9882 WU 60
40,M,1305,En Couple,3,false,2616 VR 84
29,M,455,En Couple,1,false,3040 PU 17
54,F,516,En Couple,3,false,2915 FV 39
34,M,217,En Couple,0,false,8934 SB 36
26,F,200,En Couple,0,false,3781 OE 27
27,F,187,Célibataire,0,false,5992 NF 24
64,M,509,Célibataire,0,false,5825 AJ 70
45,M,423,En Couple,3,false,9662 XM 92
32,M,243,Seule,1,false,4625 NT 21
26,F,837,Célibataire,0,false,1385 UI 88
76,M,1290,En Couple,1,false,9485 QG 20
45,M,431,En Couple,3,false,2293 KY 95
46,F,546,En Couple,1,false,261 LO 24
37,M,463,En Couple,1,false,4247 QL 26
44,M,454,En Couple,1,true,1876 CU 96
43,M,863,En Couple,2,false,2383 FE 71
23,M,495,En Couple,4,false,8125 AY 55
62,M,541,Seule,1,false,3940 JT 64
43,M,429,En Couple,0,true,5551 DM 56
53,M,1205,En Couple,1,false,7148 TV 80
62,F,569,En Couple,1,false,179 ZB 76
42,M,411,Célibataire,0,false,6387 QP 43
29,M,508,En Couple,0,false,7962 MJ 37
70,M,564,En Couple,0,false,8880 KO 13
53,F,155,En Couple,1,false,8705 AV 18
28,M,1249,Célibataire,0,false,7493 LU 96
29,F,598,Seule,2,false,3422 HY 93
71,M,774,En Couple,0,false,7662 CY 53
28,M,427,En Couple,0,false,9826 CC 77
21,F,152,En Couple,0,true,2318 VL 81
42,M,1165,En Couple,3,false,6902 JW 13
62,F,416,Célibataire,0,false,6167 JC 16
65,F,241,Célibataire,0,false,5728 JT 35
37,M,443,Seule,2,false,2560 CT 44
20,M,555,En Couple,4,true,2797 SO 51
36,M,537,Marié(e),2,true,8030 VC 45
73,M,1132,En Couple,4,false,2630 AQ 91
28,M,535,En Couple,1,false,4013 WZ 78
50,M,542,En Couple,1,false,3373 YS 45
52,M,215,Célibataire,0,false,854 MP 37
31,F,447,En Couple,3,false,4334 UA 44
67,F,535,En Couple,4,true,1097 QI 92
26,M,1116,Célibataire,0,false,2000 JX 98
22,M,410,En Couple,3,false,1505 UT 92
50,M,591,En Couple,4,false,4004 TK 23
34,M,470,Célibataire,0,false,2997 XH 98
57,M,1284,En Couple,2,false,5682 AJ 57
49,M,1322,En Couple,3,false,5778 HV 97
23,M,530,En Couple,1,false,1232 MN 75
57,F,721,Célibataire,0,false,4691 CD 88
40,M,490,En Couple,4,false,3932 FW 78
27,F,458,En Couple,3,false,8252 MF 74
18,M,409,Célibataire,0,false,9823 AP 32
70,M,470,En Couple,2,false,5704 PT 31
81,M,495,Seul,0,false,345 DE 27
36,M,920,Célibataire,0,false,3536 VD 16
67,F,547,Célibataire,0,false,5977 OO 81
77,F,707,Célibataire,0,false,9780 VY 72
19,M,514,Célibataire,0,false,6548 VQ 74
33,M,428,En Couple,2,false,2785 XO 35
53,F,186,En Couple,4,true,8731 YA 94
18,M,1091,Célibataire,0,false,5707 QR 86
27,M,875,En Couple,2,false,1287 VW 14
18,M,465,En Couple,4,true,4162 EV 53
?,F,1388,Seule,2,false,8750 QE 40
82,F,930,Seule,2,false,1455 NU 19
63,F,491,En Couple,0,false,7117 VM 35
58,M,180,Célibataire,0,false,9173 HG 87
56,M,460,En Couple,3,true,5373 QE 88
19,M,470,Célibataire,0,false,1922 YR 16
18,M,410,En Couple,2,false,9136 XQ 79
72,F,163,En Couple,2,false,8909 PT 84
66,M,228,Célibataire,0,false,3618 BR 14
77,M,983,En Couple,2,false,3351 AU 32
62,M,209,En Couple,3,true,7482 ZB 67
33,M,501,Célibataire,0,false,4188 VD 32
27,M,931,Célibataire,0,false,968 OK 84
18,M,595,En Couple,0,false,161 AS 86
43,F,847,En Couple,3,false,2438 BS 72
31,M,1050,En Couple,4,false,1685 QB 49
27,F,1307,En Couple,2,true,8297 CC 77
67,M,404,Célibataire,0,false,3553 CA 59
22,M,241,En Couple,1,true,1215 XE 11
45,F,748,En Couple,1,true,9034 NZ 77
38,M,222,En Couple,0,false,4945 DV 88
51,M,241,Célibataire,0,false,7835 EL 85
52,M,997,Célibataire,0,false,736 XX 24
33,M,822,En Couple,2,false,3885 RD 95
53,F,491,En Couple,2,false,6696 LL 83
38,F,583,En Couple,1,false,3617 RF 66
61,M,918,En Couple,3,false,7185 MM 67
47,M,1210,En Couple,2,false,3490 PY 85
19,M,954,En Couple,2,false,3915 QU 79
43,M,505,En Couple,3,false,2950 WO 88
35,F,1258,Célibataire,0,false,9551 RS 63
33,M,231,En Couple,2,false,2427 NM 25
18,M,732,En Couple,3,false,3363 NM 88
66,M,159,Célibataire,0,false,1979 VU 92
41,F,214,En Couple,1,false,9604 IK 82
54,M,541,Célibataire,0,false,650 YG 30
57,M,594,Seule,2,false,7930 ZY 78
47,M,792,En Couple,2,true,3540 SQ 51
32,N/D,580,Célibataire,0,false,3721 JY 53
49,M,1207,Célibataire,0,false,2930 RC 67
38,M,576,En Couple,2,false,5308 VK 78
51,M,568,En Couple,4,false,3187 OZ 12
44,M,443,En Couple,0,false,2730 HS 98
36,M,487,Célibataire,0,false,2997 CX 44
31,M,875,En Couple,1,false,1507 NP 18
20,F,444,En Couple,1,true,6811 CB 31
31,Homme,494,En Couple,2, ,1569 VC 24
50,M,586,En Couple,4,false,7861 KS 19
20,M,560,Célibataire,0,false,5737 BN 59
58,M,443,En Couple,2,true,1389 HF 69
35,F,432,En Couple,3,false,169 EN 65
59,M,529,En Couple,3,true,7318 NP 27
84,M,943,En Couple,2,false,2745 ZT 52
59,M,553,Célibataire,0,false,6957 PS 17
47,F,413,Célibataire,0,false,3900 PP 97
30,F,599,En Couple,0,false,5370 JI 27
31,M,499,Seule,2,false,6910 WR 29
48,M,973,En Couple,0,false,3421 GY 73
52,F,162,En Couple,1,false,581 AV 74
45,F,476,En Couple,2,true,963 LN 13
24,F,506,En Couple,2,false,5457 RB 35
63,M,1187,Célibataire,0,false,8096 YP 88
73,M,1046,En Couple,1,false,6541 ZI 49
78,M,553,En Couple,3,false,4019 HM 17
24,M,743,En Couple,0,false,3150 JT 52
56,M,402,En Couple,2,true,5207 YI 68
52,Féminin,593,En Couple,4,true,9057 MZ 21
41,F,162,En Couple,2,false,2334 RF 26
35,F,565,En Couple,1,false,3038 IL 71
24,M,170,En Couple,1,true,2230 NH 84
45,F,974,En Couple,2,false,4873 HY 66
35,M,551,En Couple,4,false,7141 NR 86
54,F,416,En Couple,1,false,5693 KM 11
27,M,238,Célibataire,0,false,7758 JU 92
48,F,1001,En Couple,3,false,4785 HJ 82
20,M,409,En Couple,2,true,9212 ZM 14
32,F,580,En Couple,2,false,4277 PE 73
47,F,195,En Couple,0,false,4212 QY 79
45,M,813,En Couple,0,false,7571 VO 57
35,M,573,Célibataire,0,false,5109 HJ 21
80,F,472,Célibataire,0,false,1328 CC 35
34,F,527,En Couple,2,false,7304 XM 80
22,M,474,En Couple,3,false,4377 RE 84
23,M,1070,En Couple,4,false,7537 VO 13
31,F,518,En Couple,1,false,4809 BV 77
25,M,735,Célibataire,0,false,798 TW 23
82,M,523,En Couple,1,false,3967 FJ 30
46,Homme,245,En Couple,2,false,4389 XB 11
82,M,566,Célibataire,0,false,6522 MR 85
52,F,583,Célibataire,0,false,5143 QZ 75
39,M,573,Célibataire,0,false,1615 YM 70
51,M,248,En Couple,1,false,7201 IM 31
45,M,205,Célibataire,0,false,8494 MG 63
83,M,245,En Couple,1,false,7512 EF 50
30,M,906,En Couple,2,false,1570 NE 84
32,M,570,En Couple,0,true,2634 YP 40
46,F,503,Seule,2,false,6159 HY 64
29,M,423,En Couple,3,false,7985 KJ 39
39,F,1331,En Couple,0,false,8132 TC 84
32,M,580,Célibataire,0,false,8304 UM 68
47,M,1027,En Couple,0,false,5385 UY 64
18,M,499,Célibataire,0,false,677 ER 38
73,M,1055,En Couple,3,false,7327 JW 61
29,F,230,En Couple,1,false,7976 NC 86
64,M,1233,En Couple,1,false,6132 NL 76
68,M,174,Célibataire,0,false,8824 VM 84
